case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-1405,"Amy Santiago",Detective,4,S04E09,"GRAND LARCENY",BRONX,DISMISSED,32,10,72.5,NULL,24,,2014-06-24
99-1410,"Amy Santiago",Detective,3,S03E16,"DRUG POSSESSION",BRONX,DISMISSED,32,20,39.9,NULL,63,,2015-10-23
99-1411,"Rosa Diaz",Detective,5,S05E01,FRAUD,BRONX,OPEN,16,78,67.4,89614,48,Noice,2020-05-20
99-1412,"Amy Santiago",Detective,8,S08E17,VANDALISME,MANHATTAN,DISMISSED,39,28,23.3,99516,42,,2014-03-01
99-1414,"Gina Linetti",Administrator,1,S01E15,ARSON,QUEENS,ONGOING,22,18,28.6,NULL,20,,2013-01-15
99-1415,"Amy Santiago",Detective,5,S05E10,ROBBERY,QUEENS,"UNDER INVESTIGATION",16,59,29.5,111329,50,,2013-06-22
99-1417,"Jake Peralta",Detective,5,S05E04,ROBBERY,QUEENS,DISMISSED,24,9,33.3,89044,70,Nine-Nine!,2013-01-23
99-1419,"Amy Santiago",Detective,7,S07E09,"DRUG  POSSESSION",BRONX,"COLD CASE",11,22,26.6,101802,34,,2021-08-23
99-1424,"Amy Santiago",Detective,7,S07E14,VANDALISM,"STATEN  ISLAND","COLD CASE",4,90,55.2,103797,73,"Cool cool cool cool cool",2018-03-20
99-1426,"Raymond Holt",Captain,7,S07E13,ROBBERY,QUEENS,DISMISSED,15,24,33.9,NULL,38,,2016-12-21
99-1427,"Charles Boyle",Detective,5,S05E13,ROBBERY,BROOKLYN,"COLD CASE",28,20,20.3,74130,26,,2021-03-27
99-1428,NULL,Detective,3,S03E09,MURDER,QUEENS,OPEN,34,49,65.4,117494,40,"The squad has arrived",2013-06-12
99-1429,"Terry Jeffords",Sergeant,3,S03E16,BURGLERY,BRONX,DISMISSED,4,55,74.9,78264,50,Nine-Nine!,2018-04-14
99-1430,"Raymond Holt",Captain,3,S03E10,ARSON,BROOKLYN,DISMISSED,45,52,62.3,NULL,49,,2014-07-31
99-1433,"Amy Santiago",Detective,5,S05E07,STALKING,QUEENS,OPEN,19,100,20.7,79747,63,,2020-02-09
99-1434,"Raymond Holt",Captain,4,S04E16,FRAUD,BRONX,"UNDER INVESTIGATION",38,31,53.9,0,54,,2015-12-27
99-1435,"Charles Boyle",Detective,4,S04E03,FRAUD,QUEENS,CLOSED,42,94,65.6,NULL,32,,2015-01-31
99-1436,"Michael Hitchcock",Administrator,4,S04E12,ARSON,MANHATTAN,"COLD CASE",32,32,30,NULL,47,,2016-10-10
99-1437,"Jake Peralta",Detective,3,S03E12,VANDALISM,BRONX,DISMISSED,43,38,74.8,0,56,,2015-01-16
99-1441,"Jake Peralta",Detective,3,S03E19,VANDALISM,MANHATTAN,DISMISSED,46,39,53.7,107971,23,,2018-01-07
99-1442,"Terry Jeffords",Sergeant,8,S08E22,"GRAND LARCENY",BRONX,"COLD CASE",8,59,44,115280,38,,2019-05-02
99-1444,"Charles Boyle",Detective,8,S08E05,VANDALISM,MANHATTAN,CLOSED,3,38,72.5,55029,33,,2020-07-19
99-1447,"Rosa Diaz",Detective,3,S03E01,ARSON,"STATEN  ISLAND",DISMISSED,17,91,73.2,90685,52,"Cool cool cool cool cool",2020-12-17
99-1448,"Norm Scully",Detective,1,S01E09,"GRAND LARCENY",BROOKLYN,CLOSED,48,4,78.7,76261,50,,2020-01-10
99-1450,"Rosa Diaz",Detective,1,S01E05,ARSON,BRONX,"UNDER INVESTIGATION",28,77,27.4,0,58,,2019-04-20
99-1451,"Raymond Holt",Captain,7,S07E15,MURDER,MANHATTAN,CLOSED,16,51,63.2,98611,34,,2021-03-13
99-1452,"Gina Linetti",Administrator,5,S05E01,STALKING,BROOKLYN,"COLD CASE",14,100,33.5,118669,32,,2017-05-15
99-1453,NULL,NULL,5,S05E07,ROBBERY,MANHATTAN,CLOSED,44,71,61.1,56846,37,"Halloween Heist Champion",2019-10-25
99-1454,"Raymond Holt",Captain,7,S07E19,STALKING,"STATEN  ISLAND","COLD CASE",2,15,69.7,71986,31,,2017-09-10
99-1457,"Michael Hitchcock",Sergeant,8,S08E10,STALKING,BROOKLYN,"UNDER INVESTIGATION",11,4,38,75513,63,"Get that bread",2017-07-02
99-1459,"Rosa Diaz",Detective,1,S01E13,VANDALISM,"STATEN  ISLAND",CLOSED,40,74,74.8,NULL,22,"Get that bread",2013-07-13
99-1460,"Amy Santiago",Detective,2,S02E19,BURGLARY,BRONX,"COLD CASE",12,35,45.1,0,43,,2015-08-11
99-1461,"Jake Peralta",Detective,1,S01E19,FRAUD,MANHATTAN,"IN PROGRESS",4,45,48.6,87325,34,"Halloween Heist Champion",2013-03-01
99-1463,"Jake Peralta",Detective,1,S01E09,ARSON,"STATEN  ISLAND","COLD CASE",24,81,63.3,108389,38,"The squad has arrived",2017-08-31
99-1467,NULL,NULL,2,S02E11,ASSAULT,BROOKLYN,CLOSED,32,90,49.6,56722,57,,2019-05-26
99-1468,"Terry Jeffords",Sergeant,1,S01E14,FRAUD,BRONX,OPEN,32,7,61.4,86913,65,"I am a human person",2016-05-19
99-1469,"Jake Peralta",Detective,2,S02E20,ASSAULT,"STATEN  ISLAND",CLOSED,9,40,65.9,57743,52,Nine-Nine!,2018-09-30
99-1470,"Charles Boyle",Detective,3,S03E10,"GRAND LARCENY",BRONX,"COLD CASE",42,49,63.9,77104,53,,2014-04-29
99-1471,"Raymond Holt",Captain,1,S01E03,MURDER,MANHATTAN,"COLD CASE",31,50,57.9,0,67,,2018-05-21
99-1473,"Raymond Holt",Captain,7,S07E21,BURGLARY,"STATEN  ISLAND",ONGOING,2,78,24.3,56287,25,,2020-02-02
99-1475,"Jake Peralta",Detective,8,S08E23,MURDER,"STATEN  ISLAND","COLD CASE",10,62,60.2,NULL,63,Noice,2018-09-04
99-1476,"Charles Boyle",Detective,4,S04E07,MURDER,QUEENS,CLOSED,40,62,79.5,77642,61,,2019-12-13
99-1479,"Jake Peralta",Detective,4,S04E04,ASSAULT,QUEENS,"COLD CASE",34,87,51.4,83815,20,,2014-12-30
99-1480,"Michael Hitchcock",Sergeant,4,S04E22,"GRAND LARCENY",MANHATTAN,"COLD CASE",50,2,29.6,NULL,43,"Get that bread",2014-06-06
99-1481,"Gina Linetti",Administrator,4,S04E23,ROBBERY,"STATEN  ISLAND",CLOSED,22,84,51.7,63264,59,,2013-05-08
99-1482,"Charles Boyle",Detective,3,S03E07,STALKING,MANHATTAN,"COLD CASE",29,31,52.9,0,46,,NULL
99-1483,"Gina Linetti",Administrator,8,S08E22,"DRUG POSESSION",BROOKLYN,CLOSED,15,45,78.1,NULL,58,,2017-10-01
99-1484,"Michael Hitchcock",Detective,4,S04E08,"DRUG POSESSION",BRONX,OPEN,32,37,46,85741,27,,2017-09-22
99-1486,"Jake Peralta",Detective,2,S02E23,STALKING,BRONX,CLOSED,30,52,51.8,88405,48,,2020-12-25
99-1487,NULL,Detective,2,S02E22,"GRAND LARCENY",MANHATTAN,DISMISSED,46,21,60.5,90340,51,,2019-03-03
99-1488,"Raymond Holt",Captain,5,S05E21,VANDALISME,BRONX,OPEN,1,43,43.5,71164,71,,2018-09-27
99-1490,"Jake Peralta",Detective,8,S08E14,FRAUD,BROOKLYN,DISMISSED,13,35,41.7,108406,50,,2016-09-15
99-1492,"Terry Jeffords",Sergeant,8,S08E04,FRAUD,QUEENS,"COLD CASE",5,48,39.6,110252,16,"I am a human person",2021-10-30
99-1493,"Amy Santiago",Detective,2,S02E10,"GRAND LARCENY",BRONX,CLOSED,0,13,38.6,114033,43,,2021-11-20
99-1496,"Jake Peralta",Detective,5,S05E07,MURDER,BROOKLYN,OPEN,37,92,58.7,NULL,66,,NULL
99-1497,"Terry Jeffords",Sergeant,5,S05E20,ROBBERY,MANHATTAN,OPEN,40,86,23.2,76663,22,"Title of your sex tape",2017-04-09
99-1498,"Norm Scully",Detective,1,S01E04,STALKING,BRONX,OPEN,0,48,46.8,111365,47,Nine-Nine!,2013-12-25
99-1499,"Amy Santiago",Detective,3,S03E11,"DRUG POSSESSION",BRONX,DISMISSED,9,35,74.2,108358,41,,2019-06-23
99-1500,NULL,Detective,3,S03E13,BURGLARY,"STATEN  ISLAND",OPEN,46,44,62.5,65740,61,,2016-02-19
99-1504,"Norm Scully",Detective,2,S02E11,ROBBERY,QUEENS,"UNDER INVESTIGATION",23,80,60.2,115156,25,,2014-10-17
99-1505,"Raymond Holt",Captain,7,S07E11,FRAUD,"STATEN  ISLAND",OPEN,42,11,28.6,0,15,,2019-04-07
99-1506,"Gina Linetti",Administrator,5,S05E05,"GRAND LARCENY",QUEENS,OPEN,15,97,30,86555,49,,2017-08-31
99-1507,"Jake Peralta",Detective,8,S08E05,FRAUD,BRONX,OPEN,23,91,33.5,58535,23,"Title of your sex tape",2018-10-05
99-1508,"Raymond Holt",Captain,4,S04E05,ARSON,"STATEN  ISLAND","UNDER INVESTIGATION",22,44,76.4,98046,27,,2014-11-29
99-1511,"Terry Jeffords",Sergeant,2,S02E01,VANDALISM,QUEENS,DISMISSED,49,75,64.5,68938,47,,2018-02-17
99-1513,"Norm Scully",Detective,1,S01E04,"GRAND LARCENY",MANHATTAN,OPEN,40,60,74.1,72548,74,,2019-08-19
99-1514,"Raymond Holt",Captain,6,S06E15,MURDER,QUEENS,OPEN,40,54,23,98412,59,"Halloween Heist Champion",2017-07-29
99-1515,NULL,Detective,2,S02E11,"DRUG  POSSESSION",MANHATTAN,DISMISSED,33,66,68.6,55288,57,,2016-11-30
99-1516,"Terry Jeffords",Sergeant,5,S05E06,BURGLERY,QUEENS,DISMISSED,47,83,49.9,117737,39,,2021-03-23
99-1520,"Raymond Holt",Captain,6,S06E11,"GRAND LARCENY","STATEN  ISLAND","COLD CASE",6,63,37.9,NULL,52,,2016-11-16
99-1522,"Michael Hitchcock",Captain,2,S02E17,BURGLERY,BROOKLYN,"COLD CASE",15,14,42.1,82159,51,,2013-02-01
99-1524,"Jake Peralta",Detective,6,S06E08,FRAUD,BROOKLYN,DISMISSED,27,15,41.9,66321,47,"Get that bread",2021-12-05
99-1525,"Charles Boyle",Detective,3,S03E21,FRAUD,BROOKLYN,"IN PROGRESS",4,63,75.3,91851,51,,2021-06-28
99-1526,"Raymond Holt",Captain,2,S02E08,BURGLARY,"STATEN  ISLAND",DISMISSED,24,54,65.5,89431,32,,2014-07-02
99-1527,"Raymond Holt",Captain,8,S08E20,"DRUG  POSSESSION",QUEENS,DISMISSED,47,49,65.3,80923,27,,2013-06-19
99-1529,"Jake Peralta",Detective,4,S04E02,ROBBERY,"STATEN  ISLAND",ONGOING,28,94,56.9,113846,47,,2015-01-14
99-1532,"Amy Santiago",Detective,5,S05E22,"DRUG POSSESSION",BROOKLYN,DISMISSED,18,15,51.1,0,47,,2014-12-30
99-1536,"Gina Linetti",Administrator,4,S04E05,ROBERRY,"STATEN  ISLAND","COLD CASE",31,99,76.7,114567,42,,2013-08-06
99-1537,"Amy Santiago",Detective,1,S01E15,"DRUG  POSSESSION",BRONX,OPEN,38,33,40.1,113095,37,,2020-03-22
99-1540,"Jake Peralta",Detective,1,S01E09,"GRAND LARCENY",BRONX,ONGOING,37,93,40,61189,42,,2021-12-07
99-1541,"Jake Peralta",Detective,6,S06E02,FRAUD,QUEENS,CLOSED,12,35,24.3,61482,29,,2021-06-30
99-1542,NULL,Detective,7,S07E20,FRAUD,BROOKLYN,CLOSED,12,91,24.2,72645,49,,2015-07-30
99-1543,"Raymond Holt",Captain,4,S04E20,ROBBERY,MANHATTAN,DISMISSED,8,58,70.7,63315,42,,2014-12-07
99-1545,"Amy Santiago",Detective,2,S02E14,ROBERRY,MANHATTAN,ONGOING,12,22,50.8,70381,69,"The squad has arrived",2019-10-31
99-1548,"Michael Hitchcock",Captain,6,S06E07,FRAUD,"STATEN  ISLAND","UNDER INVESTIGATION",38,81,67,105561,70,,2021-01-03
99-1549,"Raymond Holt",Captain,5,S05E01,ASSAULT,QUEENS,CLOSED,16,33,55.6,75632,45,,2014-08-07
99-1550,"Raymond Holt",Captain,4,S04E19,ROBBERY,MANHATTAN,OPEN,9,82,70.5,87004,68,,2017-07-22
99-1552,"Norm Scully",Detective,1,S01E13,"GRAND LARCENY","STATEN  ISLAND",CLOSED,16,17,51.1,68866,30,"I want to go to there",2018-10-28
99-1553,"Amy Santiago",Detective,1,S01E14,"DRUG POSSESSION",BRONX,"COLD CASE",5,28,20.2,63473,33,,2015-07-11
99-1554,NULL,Detective,6,S06E03,ROBBERY,MANHATTAN,"UNDER INVESTIGATION",14,47,43,102770,21,,2017-06-15
99-1555,"Raymond Holt",Captain,7,S07E06,ASSAULT,BROOKLYN,"COLD CASE",45,32,35.8,64556,24,,2013-05-29
99-1557,"Michael Hitchcock",Detective,1,S01E10,VANDALISM,QUEENS,"UNDER INVESTIGATION",14,62,63.9,101635,61,,2014-07-07
99-1558,"Charles Boyle",Detective,3,S03E20,ASSAULT,MANHATTAN,"UNDER INVESTIGATION",3,94,34.4,NULL,47,,2013-04-02
99-1559,"Charles Boyle",Detective,4,S04E21,VANDALISM,BROOKLYN,DISMISSED,2,70,64.8,116274,55,,2014-07-23
99-1560,"Terry Jeffords",Sergeant,5,S05E15,ARSON,BRONX,CLOSED,47,32,78.1,77860,19,,2021-09-07
99-1561,"Gina Linetti",Administrator,1,S01E06,MURDER,BROOKLYN,"IN PROGRESS",9,10,77.7,72056,66,,2019-01-16
99-1562,"Norm Scully",Detective,5,S05E08,VANDALISM,MANHATTAN,CLOSED,12,80,25.1,NULL,70,,2019-06-10
99-1563,"Amy Santiago",Detective,7,S07E04,"GRAND LARCENY",BRONX,CLOSED,0,74,36.9,92948,55,,2021-03-24
99-1564,"Raymond Holt",Captain,7,S07E06,"DRUG  POSSESSION",QUEENS,DISMISSED,48,61,70.5,117783,73,"I want to go to there",2019-05-09
99-1566,"Charles Boyle",Detective,8,S08E04,ROBBERY,BRONX,CLOSED,21,6,31,NULL,64,,2016-03-10
99-1569,"Charles Boyle",Detective,8,S08E21,"GRAND LARCENY",QUEENS,OPEN,37,31,21.4,58654,68,,2020-11-07
99-1570,"Charles Boyle",Detective,8,S08E02,ARSON,BRONX,ONGOING,24,7,67.9,65798,41,,2015-01-12
99-1572,NULL,Detective,1,S01E11,STALKING,QUEENS,OPEN,28,10,75.5,NULL,26,,2017-03-12
99-1573,"Terry Jeffords",Sergeant,7,S07E03,ROBBERY,"STATEN  ISLAND","COLD CASE",28,94,52.3,98717,42,"The squad has arrived",2014-08-11
99-1575,"Amy Santiago",Detective,8,S08E10,FRAUD,QUEENS,CLOSED,33,45,46.3,104877,52,,2014-04-21
99-1578,"Michael Hitchcock",Detective,3,S03E13,"GRAND LARCENY",MANHATTAN,"UNDER INVESTIGATION",35,69,46.4,NULL,18,Bingpot!,2021-10-04
99-1579,"Raymond Holt",Captain,5,S05E08,ASSAULT,BRONX,"IN PROGRESS",39,12,61.8,NULL,38,,2021-12-27
99-1580,NULL,Detective,8,S08E19,"DRUG POSSESSION",QUEENS,OPEN,49,75,20,62046,56,,2013-12-29
99-1581,"Rosa Diaz",Detective,7,S07E04,ROBERRY,BROOKLYN,"COLD CASE",15,24,67.4,107824,59,,2020-08-16
99-1584,"Terry Jeffords",Sergeant,5,S05E01,ASSAULT,"STATEN  ISLAND",DISMISSED,2,39,51.9,62026,50,,2017-04-25
99-1585,"Raymond Holt",Captain,6,S06E01,BURGLERY,"STATEN  ISLAND",DISMISSED,46,82,75,NULL,41,,2013-02-13
99-1586,"Jake Peralta",Detective,4,S04E10,VANDALISM,QUEENS,CLOSED,43,94,56.3,NULL,40,"Get that bread",2018-11-23
99-1587,"Norm Scully",Detective,4,S04E04,"GRAND LARCENY","STATEN  ISLAND","COLD CASE",37,100,42.2,0,51,Bingpot!,2013-08-18
99-1588,"Jake Peralta",Detective,2,S02E06,"GRAND LARCENY","STATEN  ISLAND","COLD CASE",36,12,65.5,91347,44,"Get that bread",2019-04-30
99-1589,"Jake Peralta",Detective,6,S06E20,FRAUD,"STATEN  ISLAND",CLOSED,12,15,52.5,0,71,,2021-07-08
99-1592,"Rosa Diaz",Detective,2,S02E04,"DRUG POSSESSION",BRONX,"COLD CASE",39,96,72.8,111321,47,,2013-05-10
99-1593,"Amy Santiago",Detective,6,S06E08,MURDER,BRONX,"COLD CASE",16,96,49.1,57914,23,"I am a human person",2014-01-12
99-1595,"Charles Boyle",Detective,4,S04E13,FRAUD,QUEENS,CLOSED,32,87,37.8,62233,21,"The squad has arrived",2017-01-25
99-1596,"Gina Linetti",Administrator,4,S04E03,ROBBERY,BRONX,CLOSED,48,75,71.2,NULL,23,"Title of your sex tape",2013-06-30
99-1597,"Rosa Diaz",Detective,2,S02E18,STALKING,BROOKLYN,DISMISSED,30,81,31.3,NULL,43,"I am a human person",2020-04-10
99-1598,"Charles Boyle",Detective,4,S04E23,"GRAND LARCENY","STATEN  ISLAND",OPEN,43,33,73,NULL,75,,2018-03-17
99-1600,"Charles Boyle",Detective,4,S04E11,BURGLARY,BROOKLYN,DISMISSED,27,73,75.4,59641,67,,2017-08-19
99-1602,"Michael Hitchcock",Sergeant,2,S02E02,FRAUD,QUEENS,OPEN,45,18,49.5,110360,73,,2015-01-09
99-1604,"Norm Scully",Detective,2,S02E12,MURDER,BROOKLYN,OPEN,21,2,65,0,40,,2013-07-29
99-1606,"Michael Hitchcock",Detective,4,S04E06,ASSAULT,"STATEN  ISLAND",OPEN,37,10,31.8,111726,24,,2018-04-23
99-1608,"Gina Linetti",Administrator,7,S07E23,ARSON,BRONX,CLOSED,38,97,65.3,114988,39,,2021-11-18
99-1610,"Jake Peralta",Detective,1,S01E07,VANDALISM,BROOKLYN,OPEN,34,43,63.8,64213,44,,2021-01-23
99-1612,"Jake Peralta",Detective,1,S01E13,VANDALISME,BROOKLYN,DISMISSED,17,83,73.1,114110,35,"Title of your sex tape",NULL
99-1616,"Jake Peralta",Detective,6,S06E21,"GRAND LARCENY","STATEN  ISLAND",CLOSED,43,83,32,0,53,,2017-06-01
99-1618,"Michael Hitchcock",Detective,4,S04E07,BURGLARY,BRONX,"UNDER INVESTIGATION",24,52,26.8,74915,26,Bingpot!,2014-01-14
99-1619,"Rosa Diaz",Detective,1,S01E15,MURDER,QUEENS,CLOSED,11,74,79.2,NULL,62,,2015-05-10
99-1620,"Michael Hitchcock",Detective,6,S06E16,"GRAND LARCENY",BROOKLYN,OPEN,21,64,77.1,118388,34,,2014-09-23
99-1621,"Charles Boyle",Detective,5,S05E11,FRAUD,BRONX,"UNDER INVESTIGATION",2,77,63.2,0,30,,2021-03-03
99-1622,"Terry Jeffords",Sergeant,4,S04E08,"GRAND LARCENY",MANHATTAN,CLOSED,30,95,79.4,106288,38,,2016-05-29
99-1623,"Raymond Holt",Captain,3,S03E13,ROBERRY,QUEENS,CLOSED,37,62,46.2,60462,67,,2018-02-07
99-1624,"Raymond Holt",Captain,8,S08E18,VANDALISM,MANHATTAN,CLOSED,17,24,48.2,118024,24,,2019-07-13
99-1630,"Gina Linetti",Administrator,7,S07E18,MURDER,BROOKLYN,DISMISSED,44,62,24.7,81350,46,,2021-10-28
99-1631,"Amy Santiago",Detective,6,S06E04,"GRAND LARCENY",QUEENS,DISMISSED,40,76,23.1,69010,31,,NULL
99-1634,"Norm Scully",Detective,4,S04E04,BURGLARY,BRONX,OPEN,12,67,45.7,NULL,74,,2020-01-29
99-1635,"Jake Peralta",Detective,7,S07E12,ROBBERY,QUEENS,CLOSED,29,56,61.3,110527,67,,2020-03-06
99-1636,"Terry Jeffords",Sergeant,8,S08E21,MURDER,BRONX,"UNDER INVESTIGATION",46,17,52.4,89644,73,,2021-11-10
99-1637,NULL,Detective,4,S04E04,ARSON,"STATEN  ISLAND",DISMISSED,8,20,48.8,83957,16,,2013-12-07
99-1640,"Amy Santiago",Detective,1,S01E11,MURDER,"STATEN  ISLAND",CLOSED,24,65,46.4,NULL,53,"I am a human person",2014-12-13
99-1641,"Raymond Holt",Captain,6,S06E06,ARSON,"STATEN  ISLAND",CLOSED,9,19,43,0,18,Bingpot!,2016-10-13
99-1644,"Gina Linetti",Administrator,1,S01E18,ASSAULT,MANHATTAN,"COLD CASE",37,71,77.4,63745,33,,2020-05-26
99-1646,"Amy Santiago",Detective,6,S06E09,MURDER,QUEENS,DISMISSED,27,24,26.7,NULL,59,,2021-05-07
99-1648,"Terry Jeffords",Sergeant,6,S06E18,"DRUG POSESSION",BROOKLYN,DISMISSED,14,42,76.3,NULL,35,,2019-05-29
99-1649,"Charles Boyle",Detective,3,S03E12,"GRAND LARCENY",QUEENS,DISMISSED,11,58,48.3,77589,46,,2015-03-01
99-1650,"Amy Santiago",Detective,3,S03E14,ROBBERY,QUEENS,CLOSED,35,26,69.2,99306,55,"I want to go to there",2020-02-15
99-1651,"Gina Linetti",Administrator,2,S02E08,STALKING,BROOKLYN,ONGOING,31,21,70,93135,26,Nine-Nine!,2020-04-05
99-1653,"Gina Linetti",Administrator,1,S01E23,STALKING,MANHATTAN,"UNDER INVESTIGATION",2,61,49.3,NULL,30,,2014-12-02
99-1655,"Terry Jeffords",Sergeant,8,S08E18,ROBBERY,QUEENS,DISMISSED,35,82,41.8,0,33,,2019-02-24
99-1657,"Rosa Diaz",Detective,7,S07E14,"GRAND LARCENY",MANHATTAN,DISMISSED,5,53,32.2,NULL,68,,2013-09-29
99-1658,"Raymond Holt",Captain,3,S03E22,ASSAULT,QUEENS,OPEN,34,60,77.9,96313,67,,2016-03-04
99-1659,"Jake Peralta",Detective,4,S04E15,FRAUD,BRONX,"UNDER INVESTIGATION",48,79,47.8,78331,58,,2015-02-01
99-1660,"Rosa Diaz",Detective,6,S06E22,STALKING,BROOKLYN,CLOSED,1,86,47.2,101316,38,,NULL
99-1661,"Gina Linetti",Administrator,5,S05E13,"DRUG POSESSION",MANHATTAN,"COLD CASE",6,73,21.4,NULL,71,,2017-02-14
99-1662,"Rosa Diaz",Detective,6,S06E08,ROBBERY,BROOKLYN,"UNDER INVESTIGATION",44,51,50.2,76821,37,Bingpot!,2013-12-20
99-1663,"Michael Hitchcock",Sergeant,8,S08E07,ASSAULT,BROOKLYN,OPEN,43,75,63.3,77371,72,"Halloween Heist Champion",2017-01-25
99-1664,"Gina Linetti",Administrator,7,S07E12,MURDER,BROOKLYN,OPEN,48,82,36.5,60958,65,,2017-05-01
99-1665,"Jake Peralta",Detective,5,S05E03,VANDALISM,"STATEN  ISLAND","UNDER INVESTIGATION",50,84,45.4,101930,37,"Get that bread",2016-02-04
99-1667,"Charles Boyle",Detective,5,S05E11,STALKING,BRONX,"UNDER INVESTIGATION",23,13,68.1,109166,44,,2021-08-11
99-1668,"Michael Hitchcock",Detective,5,S05E07,FRAUD,BROOKLYN,"UNDER INVESTIGATION",48,52,58.9,88646,39,,2015-12-25
99-1669,NULL,Detective,6,S06E07,ASSAULT,QUEENS,OPEN,47,96,58.9,117763,53,"I want to go to there",2021-08-07
99-1670,"Norm Scully",Detective,2,S02E20,VANDALISM,"STATEN  ISLAND","IN PROGRESS",37,56,41.5,62230,28,"The squad has arrived",2020-04-10
99-1671,"Raymond Holt",Captain,8,S08E07,ROBBERY,"STATEN  ISLAND","UNDER INVESTIGATION",3,20,44.9,103340,17,,2018-12-15
99-1672,"Rosa Diaz",Detective,3,S03E12,ASSAULT,MANHATTAN,OPEN,0,47,44.9,106269,27,,2014-02-21
99-1674,"Terry Jeffords",Sergeant,7,S07E21,BURGLARY,BROOKLYN,ONGOING,33,97,26.8,69402,62,,2014-06-11
99-1675,"Norm Scully",Detective,7,S07E05,ROBBERY,"STATEN  ISLAND",CLOSED,15,70,30.6,71935,75,,2021-07-01
99-1676,NULL,Detective,3,S03E20,"DRUG  POSSESSION",MANHATTAN,CLOSED,30,30,51.3,88837,73,,2014-05-15
99-1677,"Jake Peralta",Detective,8,S08E09,ARSON,BROOKLYN,"IN PROGRESS",27,60,34.9,98849,18,,2014-06-23
99-1679,"Terry Jeffords",Sergeant,2,S02E18,FRAUD,MANHATTAN,"IN PROGRESS",5,39,55.7,104330,20,Nine-Nine!,2016-11-14
99-1680,"Raymond Holt",Captain,8,S08E19,"DRUG POSESSION","STATEN  ISLAND",CLOSED,43,72,71.5,100228,67,,2018-12-02
99-1682,"Terry Jeffords",Sergeant,2,S02E12,VANDALISM,BRONX,"UNDER INVESTIGATION",43,37,29.2,90972,43,,2017-02-22
99-1683,NULL,Detective,2,S02E07,"GRAND LARCENY",QUEENS,OPEN,11,21,68.1,110290,32,,2020-07-31
99-1686,"Michael Hitchcock",Detective,7,S07E23,VANDALISM,BRONX,DISMISSED,13,79,52.7,97822,24,,2014-04-20
99-1687,"Michael Hitchcock",Detective,3,S03E16,FRAUD,BROOKLYN,CLOSED,25,47,78.9,115951,15,,2021-04-26
99-1688,"Raymond Holt",Captain,3,S03E03,ARSON,BROOKLYN,DISMISSED,50,66,70.8,NULL,21,,2018-05-11
99-1690,"Jake Peralta",Detective,1,S01E08,VANDALISME,BROOKLYN,"IN PROGRESS",4,37,55.9,NULL,26,"Get that bread",2015-01-09
99-1691,"Rosa Diaz",Detective,6,S06E20,ARSON,"STATEN  ISLAND",CLOSED,23,64,29.4,79961,45,,2014-04-11
99-1693,"Norm Scully",Detective,1,S01E01,BURGLARY,MANHATTAN,"COLD CASE",21,93,36.2,112646,27,,2014-04-04
99-1695,"Terry Jeffords",Sergeant,4,S04E19,FRAUD,BRONX,OPEN,19,16,65.3,118494,35,,NULL
99-1697,NULL,Detective,7,S07E20,ASSAULT,BROOKLYN,CLOSED,46,20,70,72023,73,"Halloween Heist Champion",2016-12-16
99-1698,NULL,Detective,6,S06E16,"DRUG POSSESSION",QUEENS,DISMISSED,24,92,74,78912,35,,2020-12-28
99-1699,"Gina Linetti",Administrator,2,S02E21,VANDALISM,QUEENS,"COLD CASE",7,46,69.3,0,27,"Cool cool cool cool cool",2017-12-15
99-1700,NULL,Detective,7,S07E10,STALKING,QUEENS,DISMISSED,11,35,61.2,85664,37,"Halloween Heist Champion",2016-07-14
99-1701,"Rosa Diaz",Detective,8,S08E11,VANDALISM,QUEENS,"COLD CASE",44,28,65.9,81657,40,"Get that bread",2019-06-29
99-1702,"Amy Santiago",Detective,6,S06E04,"GRAND LARCENY",MANHATTAN,DISMISSED,37,78,49.9,89457,19,,2020-07-08
99-1703,"Jake Peralta",Detective,4,S04E02,ARSON,"STATEN  ISLAND",CLOSED,21,61,36.9,78753,26,,2021-08-10
99-1704,"Jake Peralta",Detective,1,S01E01,MURDER,"STATEN  ISLAND","UNDER INVESTIGATION",15,31,44.8,95388,16,"Cool cool cool cool cool",2017-04-16
99-1705,"Amy Santiago",Detective,6,S06E02,ROBERRY,QUEENS,OPEN,38,54,66.1,60440,25,"Halloween Heist Champion",2016-03-25
99-1708,NULL,Detective,7,S07E23,"GRAND LARCENY",QUEENS,OPEN,2,17,35.5,56856,33,"Halloween Heist Champion",2019-09-28
99-1709,"Gina Linetti",Administrator,3,S03E04,BURGLARY,QUEENS,"COLD CASE",34,74,27.2,112028,57,,2013-09-10
99-1712,"Charles Boyle",Detective,7,S07E01,ASSAULT,MANHATTAN,"UNDER INVESTIGATION",43,90,75.4,117672,30,"Cool cool cool cool cool",2016-07-23
99-1713,"Raymond Holt",Captain,5,S05E17,"GRAND LARCENY","STATEN  ISLAND",CLOSED,24,43,30.9,86345,62,"The squad has arrived",2013-07-09
99-1714,"Michael Hitchcock",Detective,2,S02E11,ROBBERY,"STATEN  ISLAND",DISMISSED,1,34,47.9,95265,57,,2017-07-26
